
Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    192.168.69.125:57862   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57863   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57864   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57865   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57866   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57867   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57868   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57869   174.129.6.166:80       TIME_WAIT
  TCP    192.168.69.125:57870   74.125.226.78:443      ESTABLISHED
  TCP    192.168.69.125:57872   173.241.242.219:80     TIME_WAIT
  TCP    192.168.69.125:57873   66.6.43.22:80          TIME_WAIT
  TCP    192.168.69.125:57875   173.241.242.219:80     TIME_WAIT
  TCP    192.168.69.125:57876   74.125.226.13:80       ESTABLISHED
  TCP    192.168.69.125:57877   173.241.242.219:80     TIME_WAIT
  TCP    192.168.69.125:57879   23.209.32.166:443      ESTABLISHED
  TCP    192.168.69.125:57880   204.154.110.79:80      TIME_WAIT
  TCP    192.168.69.125:57882   72.247.9.34:80         ESTABLISHED
  TCP    192.168.69.125:57883   72.247.9.139:443       ESTABLISHED
  TCP    192.168.69.125:57884   173.194.76.125:5222    SYN_SENT
  TCP    192.168.69.125:61512   31.13.71.1:443         ESTABLISHED
  TCP    192.168.69.125:62424   74.125.226.58:80       ESTABLISHED
  TCP    192.168.69.125:62428   23.23.183.118:80       ESTABLISHED
  TCP    192.168.69.125:62493   68.67.153.113:80       ESTABLISHED
  TCP    192.168.69.125:62611   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:62612   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:62613   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:62614   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:62615   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:62616   173.192.82.194:80      FIN_WAIT_2
  TCP    192.168.69.125:64784   213.199.179.144:443    ESTABLISHED
  TCP    192.168.69.125:64897   173.192.82.195:80      ESTABLISHED
  TCP    192.168.69.125:64943   216.58.219.197:443     ESTABLISHED
  TCP    192.168.69.125:64946   64.233.171.189:443     ESTABLISHED
  TCP    192.168.69.125:64948   72.21.195.190:443      ESTABLISHED
  TCP    192.168.69.125:64949   72.21.195.190:443      ESTABLISHED
  TCP    192.168.69.125:64956   23.66.195.51:443       ESTABLISHED
  TCP    192.168.69.125:65231   184.173.90.195:80      ESTABLISHED
  TCP    192.168.69.125:65492   31.13.71.12:443        ESTABLISHED
  TCP    192.168.183.1:139      0.0.0.0:0              LISTENING
  TCP    [::]:135               [::]:0                 LISTENING
  TCP    [::]:445               [::]:0                 LISTENING
  TCP    [::]:623               [::]:0                 LISTENING
  TCP    [::]:5357              [::]:0                 LISTENING
  TCP    [::]:16992             [::]:0                 LISTENING
  TCP    [::]:49152             [::]:0                 LISTENING
  TCP    [::]:49153             [::]:0                 LISTENING
  TCP    [::]:49154             [::]:0                 LISTENING
  TCP    [::]:49155             [::]:0                 LISTENING
  TCP    [::]:49158             [::]:0                 LISTENING
  TCP    [::]:49159             [::]:0                 LISTENING
  TCP    [::1]:49737            [::1]:49739            ESTABLISHED
  TCP    [::1]:49739            [::1]:49737            ESTABLISHED
  UDP    0.0.0.0:68             *:*                    
  UDP    0.0.0.0:123            *:*                    
  UDP    0.0.0.0:427            *:*                    
  UDP    0.0.0.0:443            *:*                    
  UDP    0.0.0.0:500            *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:4500           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:7526           *:*                    
  UDP    0.0.0.0:54591          *:*                    
  UDP    0.0.0.0:54603          *:*                    
  UDP    0.0.0.0:54779          *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:56022        *:*                    
  UDP    127.0.0.1:57413        *:*                    
  UDP    127.0.0.1:57944        *:*                    
  UDP    127.0.0.1:62514        *:*                    
  UDP    127.0.0.1:63413        *:*                    
  UDP    127.0.0.1:64476        *:*                    
  UDP    192.168.56.1:137       *:*                    
  UDP    192.168.56.1:138       *:*                    
  UDP    192.168.56.1:427       *:*                    
  UDP    192.168.56.1:1900      *:*                    
  UDP    192.168.56.1:59965     *:*                    
  UDP    192.168.56.1:64474     *:*                    
  UDP    192.168.65.1:137       *:*                    
  UDP    192.168.65.1:138       *:*                    
  UDP    192.168.65.1:427       *:*                    
  UDP    192.168.65.1:1900      *:*                    
  UDP    192.168.65.1:64475     *:*                    
  UDP    192.168.69.125:137     *:*                    
  UDP    192.168.69.125:138     *:*                    
  UDP    192.168.69.125:427     *:*                    
  UDP    192.168.69.125:1900    *:*                    
  UDP    192.168.69.125:64473   *:*                    
  UDP    192.168.183.1:137      *:*                    
  UDP    192.168.183.1:138      *:*                    
  UDP    192.168.183.1:427      *:*                    
  UDP    192.168.183.1:1900     *:*                    
  UDP    192.168.183.1:64472    *:*                    
  UDP    [::]:123               *:*                    
  UDP    [::]:500               *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:4500              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:54604             *:*                    
  UDP    [::]:54780             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:64471            *:*                    
  UDP    [fe80::6dd7:8b2e:36d3:e3ae%26]:1900  *:*                    
  UDP    [fe80::6dd7:8b2e:36d3:e3ae%26]:64469  *:*                    
  UDP    [fe80::7553:5e1:e1ef:eacf%42]:546  *:*                    
  UDP    [fe80::c0a1:74c8:f551:ac49%43]:546  *:*                    
  UDP    [fe80::c0a1:74c8:f551:ac49%43]:1900  *:*                    
  UDP    [fe80::c0a1:74c8:f551:ac49%43]:64467  *:*                    
  UDP    [fe80::d9e2:7081:ea2f:2c8e%42]:546  *:*                    
  UDP    [fe80::d9e2:7081:ea2f:2c8e%42]:1900  *:*                    
  UDP    [fe80::d9e2:7081:ea2f:2c8e%42]:64470  *:*                    
  UDP    [fe80::ddcf:b92a:e00c:ca76%15]:1900  *:*                    
  UDP    [fe80::ddcf:b92a:e00c:ca76%15]:64468  *:*                    
  UDP    [fe80::fc1d:b6e0:305b:ec1f%43]:546  *:*                    
